ComponentCode,ComponentModel,ComponentSpecification,StockCount,ERPComponentName,ComponentType,ComponentLibraryType,SortableValueMagnitude,SortableValueUnit
C108282,LVS404018-470M-N,SMD,2628,47uH ±20% 500mA 864mΩ,Power Inductors,expand,47,microhenry
C10137,SMSD0804-470MT,SMD,2016,47uH ±20% 1.6A 140mΩ,Power Inductors,expand,47,microhenry
C223116,NRH3010T470MN,SMD,2001,47uH ±20% 250mA,Power Inductors,expand,47,microhenry
C486497,MPIT3015-470M-LF,SMD,1998,47uH ±20% 350mA 1.095Ω,Power Inductors,expand,47,microhenry
C252071,LSF1210-470J-T,SMD,1995,47uH ±5% 195mA 3.96Ω,Power Inductors,expand,47,microhenry
C338838,YPRH0703-470M,"SMD,7.3x7.3x3.5mm",1965,47uH ±20% 760mA 360mΩ,Power Inductors,expand,47,microhenry
C295194,NLV25T-470J-EFD,SMD,1949,47uH ±5% 80mA,Power Inductors,expand,47,microhenry
C311458,ABG06A45M470,SMD,1900,47uH ±20% 1.24A 193mΩ,Power Inductors,expand,47,microhenry
C2826648,CD43-470M,SMD,1825,47uH ±20% 540mA 844mΩ,Power Inductors,expand,47,microhenry
C223263,LBC2012T470M,0805,1790,47uH ±20% 90mA,Power Inductors,expand,47,microhenry
C253583,ABG05A40M470,SMD,1707,47uH ±20% 1A 272mΩ,Power Inductors,expand,47,microhenry
C155139,HPC3015TF-470M,SMD,1676,47uH ±20% 350mA 1.2Ω,Power Inductors,expand,47,microhenry
C492272,CD42YP0402-470M,"SMD,4.5x4x2mm",1671,47uH ±20% 400mA 950mΩ,Power Inductors,expand,47,microhenry
C96151,PRS3015-470MT,SMD,1590,47uH ±20% 350mA 1.34Ω,Power Inductors,expand,47,microhenry
C326230,SMTDR43-470M,SMD,1565,47uH ±20% 440mA 844mΩ,Power Inductors,expand,47,microhenry
C520357,CR5040-470M,SMD,1539,47uH ±20% 1A 272mΩ,Power Inductors,expand,47,microhenry
C354636,CKCS6045-47uH/M,SMD,1536,47uH ±20% 1.2A 200mΩ,Power Inductors,expand,47,microhenry
C189393,PIO43-470MT,SMD,1478,47uH ±20% 480mA 840mΩ,Power Inductors,expand,47,microhenry
C341049,YNR6020-470M,"SMD,6x6x2mm",1451,47uH ±20% 700mA 430mΩ,Power Inductors,expand,47,microhenry
C96935,SWPA6020S470MT,SMD,1346,47uH ±20% 800mA 559mΩ,Power Inductors,expand,47,microhenry
C223402,LB3218T470K,SMD,1298,47uH ±10% 205mA 920mΩ,Power Inductors,expand,47,microhenry
C167843,FNR4020S470MT,"SMD,4x4x2mm",1224,47uH ±20% 440mA 0.923mΩ,Power Inductors,expand,47,microhenry
C693890,YSLF1265-470M,"SMD,12.5x12.5x6.5mm",1208,47uH ±20% 2.4A 70mΩ,Power Inductors,expand,47,microhenry
C439248,GCD43-470MC,SMD,1159,47uH ±20% 650mA 844mΩ,Power Inductors,expand,47,microhenry
C323510,CDRH5D18NP-470NC,SMD,1128,47uH ±30% 540mA 440mΩ,Power Inductors,expand,47,microhenry
C11041,SM1054-470MT,SMD,1076,47uH ±20% 1.28A 170mΩ,Power Inductors,expand,47,microhenry
C92917,LBC2518T470K,SMD,1060,47uH ±10% 165mA,Power Inductors,expand,47,microhenry
C108073,SLF6028T-470MR59-PF,SMD,1043,47uH ±20% 590mA 252mΩ,Power Inductors,expand,47,microhenry
C693865,YSLF7045-470M,"SMD,7x7x4.5mm",980,47uH ±20% 750mA 150mΩ,Power Inductors,expand,47,microhenry
C222972,NRS6012T470MMGJ,SMD,946,47uH ±20% 460mA 965mΩ,Power Inductors,expand,47,microhenry
C171609,CDRH70D45BT150NP-470MC,"SMD,7.7x7.3x4.8mm",912,47uH ±20% 1.3A 130mΩ,Power Inductors,expand,47,microhenry
C181843,SLF0504-470KTT,SMD,878,47uH ±10%,Power Inductors,expand,47,microhenry
C338827,YPRH8D43-470M,"SMD,8x8x4.5mm",827,47uH ±20% 1.3A 150mΩ,Power Inductors,expand,47,microhenry
C127718,SWRH1004C-470MT,SMD,820,47uH ±20% 1.9A 128mΩ,Power Inductors,expand,47,microhenry
C3002702,CKST1005-47uH/M,"SMD,10.1x11.6mm",803,47uH,Power Inductors,expand,47,microhenry
C878328,SLO0630H470MTT,SMD,715,47uH ±20%,Power Inductors,expand,47,microhenry
C223165,CBMF1608T470K,0603,711,47uH ±10% 50mA,Power Inductors,expand,47,microhenry
C354613,CKCS5040-47uH/M,SMD,710,47uH ±20% 1A 272mΩ,Power Inductors,expand,47,microhenry
C96716,PRS4018-470MT,SMD,694,47uH ±20% 420mA 845mΩ,Power Inductors,expand,47,microhenry
C223043,NRS8040T470MJGK,SMD,694,47uH ±20% 1.5A 140mΩ,Power Inductors,expand,47,microhenry
C135307,SMNR6045-470MT,"SMD,6x6x4.5mm",644,47uH ±20%,Power Inductors,expand,47,microhenry
C142101,LVS808040-470M-N,SMD,614,47uH ±20% 1.57A 208mΩ,Power Inductors,expand,47,microhenry
C429978,MPA4030S470M,SMD,583,47uH ±20% 720mA 580mΩ,Power Inductors,expand,47,microhenry
C354600,CKCS5020-47uH/M,SMD,530,47uH ±20% 750mA 580mΩ,Power Inductors,expand,47,microhenry
C324335,PCD0504MT470,SMD,485,47uH ±20% 720mA 370mΩ,Power Inductors,expand,47,microhenry
C98512,PRS6045-470MT,SMD,483,47uH ±20% 1.2A 286mΩ,Power Inductors,expand,47,microhenry
C107553,PRS5020-470MT,SMD,470,47uH ±20% 770mA 676mΩ,Power Inductors,expand,47,microhenry
C439396,GCRH124-470MC,SMD,456,47uH ±20% 2A 150mΩ,Power Inductors,expand,47,microhenry
C524984,CBC2518T470M,1007,442,47uH ±20% 240mA,Power Inductors,expand,47,microhenry
C354593,CKCS4030-47uH/M,SMD,441,47uH ±20% 720mA 445mΩ,Power Inductors,expand,47,microhenry
C696481,MPIT5040-470M-LF,SMD,397,47uH ±20% 1A 272mΩ,Power Inductors,expand,47,microhenry
C477369,GPSR1050-470M,SMD,349,47uH ±20% 3A 160mΩ AEC-Q200 车规级一体成型模压电感 SGTE,Power Inductors,expand,47,microhenry
C962356,CDRH127N-470M,SMD,341,47uH ±20%,Power Inductors,expand,47,microhenry
C338791,YPRH3D28-470M,"SMD,3.8x3.8x3.1mm",283,47uH ±20% 230mA 304mΩ,Power Inductors,expand,47,microhenry
C143248,PIO54-470MT,SMD,265,47uH ±20% 750mA 350mΩ,Power Inductors,expand,47,microhenry
C254874,SLP7045S470MTT,SMD,226,47uH ±20% 920mA 125mΩ,Power Inductors,expand,47,microhenry
C576585,YP0502-470M,"SMD,5.8x5.2x2.5mm",220,47uH ±20% 650mA 650mΩ,Power Inductors,expand,47,microhenry
C499489,IHLP6767GZER470M11,SMD,201,47uH ±20% 8.6A 40.7mΩ,Power Inductors,expand,47,microhenry
C237976,BCIHP1367TB-470M,SMD,187,47uH ±20%,Power Inductors,expand,47,microhenry
C98387,SPH252012H470MT,SMD,164,47uH ±20% 250mA 1.85Ω,Power Inductors,expand,47,microhenry
C163566,SMDRS6028-470N,SMD,135,47uH ±30% 590mA 270mΩ,Power Inductors,expand,47,microhenry
C408531,MWSA1206S-470MT,SMD,123,47uH ±20% 5A 90mΩ,Power Inductors,expand,47,microhenry
C431369,CMLW6045S470MST,SMD,110,47uH ±20% 1.2A 200mΩ,Power Inductors,expand,47,microhenry
C339978,YPO3340-470M,"SMD,12.95x9.4x11.43mm",101,47uH ±20% 1.6A 110mΩ,Power Inductors,expand,47,microhenry
C304355,HPC4018B-470M,SMD,100,47uH ±20%,Power Inductors,expand,47,microhenry
C135313,SMNR8040-470MT,"SMD,8x8x4.2mm",84,47uH ±20%,Power Inductors,expand,47,microhenry
C127754,SWRH1004B-470MT,SMD,77,47uH ±20% 1.1A 210mΩ,Power Inductors,expand,47,microhenry
C143227,MS127-470MT,SMD,65,47uH ±20% 2.5A 100mΩ,Power Inductors,expand,47,microhenry
C380057,MS1040-470M,SMD,61,47uH ±20% 2.8A 130mΩ,Power Inductors,expand,47,microhenry
C439256,GCD53-470MC,SMD,54,47uH ±20% 720mA 430mΩ,Power Inductors,expand,47,microhenry
C143214,MS105R-470MT,SMD,54,47uH ±20%,Power Inductors,expand,47,microhenry
C2880068,TMPA1004S-470MN-D,"SMD,11x10x3.8mm",53,47uH ±20% 3.5A 125mΩ,Power Inductors,expand,47,microhenry
C520340,CR5020-470M,SMD,47,47uH ±20% 700mA 560mΩ,Power Inductors,expand,47,microhenry
C223320,LB2518T470M,1007,45,47uH ±20% 85mA 950mΩ,Power Inductors,expand,47,microhenry
C143238,PIO75-470MT,SMD,44,47uH ±20% 1.25A 190mΩ,Power Inductors,expand,47,microhenry
C281300,MPIT4030-470M-LF,SMD,44,47uH ±20% 720mA 445mΩ,Power Inductors,expand,47,microhenry
C193813,SM3521-470M,SMD,37,47uH ±20% 250mA 1.4Ω,Power Inductors,expand,47,microhenry
C98405,SPH4018H470MT,SMD,28,47uH ±20% 500mA 744mΩ,Power Inductors,expand,47,microhenry
C2880066,TMPA1005S-470MN-D,"SMD,11x10x4.8mm",18,47uH ±20% 3.5A 106mΩ,Power Inductors,expand,47,microhenry
C324378,PCD0703MT470,SMD,13,47uH ±20% 680mA 252mΩ,Power Inductors,expand,47,microhenry
C532864,SCCD43-470KT,SMD,10,47uH ±10%,Power Inductors,expand,47,microhenry
C254895,SLP1265S470MTT,SMD,9,47uH ±20% 2.4A 58mΩ,Power Inductors,expand,47,microhenry
C380146,MS1360-470M,"SMD,13.65x12.6x6mm",8,47uH ±20% 3.5A 85mΩ,Power Inductors,expand,47,microhenry
C241191,SM7850-470M(f),SMD,5,47uH ±20% 1.1A 180mΩ,Power Inductors,expand,47,microhenry
C92053,VLS3015ET-470M,SMD,5,47uH ±20% 320mA 1.25Ω,Power Inductors,expand,47,microhenry
C524983,CBC2518T470K,1007,4,47uH ±10% 240mA,Power Inductors,expand,47,microhenry
C136234,VLS3012ET-470M,SMD,4,47uH ±20% 310mA 1.25Ω,Power Inductors,expand,47,microhenry
C222922,NRS5020T470MMGJ,SMD,3,47uH ±20% 560mA 435mΩ,Power Inductors,expand,47,microhenry
C326356,SNR8040K-470M,SMD,3,47uH ±20% 1.5A 158mΩ,Power Inductors,expand,47,microhenry
C127790,SWRH1205B-470MT,SMD,2,47uH ±20% 1.8A 75mΩ,Power Inductors,expand,47,microhenry
C140608,CDRH8D43NP-470NC,SMD,2,47uH ±30% 1.42A 150mΩ,Power Inductors,expand,47,microhenry
C241224,SMRH125-470M(f),SMD,1,47uH ±20% 1.8A 120mΩ,Power Inductors,expand,47,microhenry
C253613,ABG10A50M470,SMD,1,47uH ±20% 2.8A 112mΩ,Power Inductors,expand,47,microhenry
C295109,NLV32T-471J-EF,1210,31970,470uH ±5% 40Ω,Inductors (SMD),expand,470,microhenry
C89021,NLV32T-471J-PF,1210,7524,470uH ±5% 40Ω,Inductors (SMD),expand,470,microhenry
C223369,LBC2518T471K,1008,1630,470uH ±10% 22Ω,Inductors (SMD),expand,470,microhenry
C223358,LBC2518T471M,1008,1519,470uH ±20% 22Ω,Inductors (SMD),expand,470,microhenry
C394141,FHW1812IF471KST,1812,1259,470uH ±10% 10.4Ω,Inductors (SMD),expand,470,microhenry
C63833,MLW3225-471(F),1210,1203,470uH ±5% 40Ω,Inductors (SMD),expand,470,microhenry
C2929496,CY75-470UH,"SMD,7x7.8mm",955,470uH ±10% 1.68Ω,Inductors (SMD),expand,470,microhenry
C90406,NL453232T-471J-PF,1812,398,470uH ±5% 26Ω,Inductors (SMD),expand,470,microhenry
C75644,FHW1210IF471KST,1210,335,470uH ±10% 22.5Ω,Inductors (SMD),expand,470,microhenry
C223395,LB3218T471M,1206,25,470uH ±20% 14Ω,Inductors (SMD),expand,470,microhenry
C223214,CB2518T471K,1008,4,470uH ±10% 35mA 10Ω,Inductors (SMD),expand,470,microhenry
C295218,NLV32T-471J-EFD,1210,4,470uH ±5% 40Ω,Inductors (SMD),expand,470,microhenry
C1330269,B82422H1474J,1210,1,470uH ±5% 100mA 20Ω,Inductors (SMD),expand,470,microhenry
C576609,YP0504-471M,"SMD,5.8x5.2x4.5mm",7437,470uH ±20% 230mA 2.3Ω,Power Inductors,expand,470,microhenry
C576577,YP0402-471M,"SMD,4.5x4x2mm",6000,470uH ±20% 150mA 7.78Ω,Power Inductors,expand,470,microhenry
C718275,YPRH0703-471M,"SMD,7.3x7.3x3.5mm",4860,470uH ±20% 240mA 4.18Ω,Power Inductors,expand,470,microhenry
C492285,CD43YP0403-471M,"SMD,4.5x4x3.2mm",3809,470uH ±20% 210mA 6.8Ω,Power Inductors,expand,470,microhenry
C514816,YPRH0704-471M,"SMD,7.3x7.3x4.5mm",3185,470uH ±20% 260mA 3.01Ω,Power Inductors,expand,470,microhenry
C182154,SLF0504-471KTT,SMD,2692,470uH ±10% 230mA 2.3Ω,Power Inductors,expand,470,microhenry
C2849547,PNLS6045-471,"SMD,6x6x4.5mm",2678,470uH ±20% 600mA 3mΩ,Power Inductors,expand,470,microhenry
C329896,SSL1306T-471M-N,SMD,2519,470uH ±20% 820mA 850mΩ,Power Inductors,expand,470,microhenry
C497813,YNR4030-471M,"SMD,4x4x3mm",2259,470uH ±20% 200mA 7.2Ω,Power Inductors,expand,470,microhenry
C338774,CDRH127/HPNP-471MC,SMD,2201,470uH ±20% 920mA 671mΩ,Power Inductors,expand,470,microhenry
C10158,SM7850-471MT,SMD,2193,470uH ±20% 340mA 1.68Ω,Power Inductors,expand,470,microhenry
C10163,SMNR5040-471MT,SMD,2145,470uH ±20% 250mA,Power Inductors,expand,470,microhenry
C167901,FNR4030S471MT,"SMD,4x4x3mm",2016,470uH ±20% 200mA 7.2Ω,Power Inductors,expand,470,microhenry
C10125,SM5845-471MT,SMD,1883,470uH ±20%,Power Inductors,expand,470,microhenry
C10147,SMDRH104R-471MT,SMD,1841,470uH ±20%,Power Inductors,expand,470,microhenry
C324123,PCD0302MT471,SMD,1645,470uH ±20% 70mA 13.5Ω,Power Inductors,expand,470,microhenry
C467147,SMNR6045-471MT,SMD,1608,470uH ±20%,Power Inductors,expand,470,microhenry
C10153,SMDRI127-471MT,SMD,1516,470uH ±20%,Power Inductors,expand,470,microhenry
C439430,GCRH129-471MC,SMD,1490,470uH ±20% 1A 600mΩ,Power Inductors,expand,470,microhenry
C252009,LCF1210-471J-T,SMD,1485,470uH ±5% 120mA 25Ω,Power Inductors,expand,470,microhenry
C525672,FPI0504F-471M,SMD,1380,470uH ±20% 180mA 4Ω,Power Inductors,expand,470,microhenry
C223213,CB2518T471M,1007,1273,470uH ±20% 35mA,Power Inductors,expand,470,microhenry
C10171,SMDRH105R-471MT,SMD,1269,470uH ±20%,Power Inductors,expand,470,microhenry
C718309,YPRH1209-471M,"SMD,12x12x10mm",1260,470uH ±20% 1.06A 471mΩ,Power Inductors,expand,470,microhenry
C324287,PCD0503MT471,SMD,1247,470uH ±20% 200mA 4.9Ω,Power Inductors,expand,470,microhenry
C324230,PCD0403MT471,SMD,1215,470uH ±20% 158mA 5.14Ω,Power Inductors,expand,470,microhenry
C405165,CMLF0504-471KTT,SMD,1198,470uH ±10% 230mA 2.3Ω,Power Inductors,expand,470,microhenry
C169393,SWRB1205S-471MT,SMD,1131,470uH ±20% 580mA 770mΩ,Power Inductors,expand,470,microhenry
C136204,SLF7045T-471MR22-PF,SMD,984,470uH ±20% 220mA 1.05Ω,Power Inductors,expand,470,microhenry
C223326,LB2518T471M,1007,935,470uH ±20% 25mA,Power Inductors,expand,470,microhenry
C187399,ASPI-0804T-471M-T,SMD,883,470uH ±20% 500mA 1.27Ω,Power Inductors,expand,470,microhenry
C324390,PCD0703MT471,SMD,822,470uH ±20% 260mA 2.1Ω,Power Inductors,expand,470,microhenry
C324414,PCD0703KT471,SMD,782,470uH ±10% 260mA 2.1Ω,Power Inductors,expand,470,microhenry
C192103,SLF0705-471KTT,SMD,779,470uH ±10% 340mA 1.96Ω,Power Inductors,expand,470,microhenry
C254888,SLP1045S471MTT,"SMD,10x10x4.5mm",776,470uH ±20% 470mA 1.03Ω,Power Inductors,expand,470,microhenry
C397812,SLD10D50S471MTT,SMD,758,470uH ±20% 540mA 1.289Ω,Power Inductors,expand,470,microhenry
C138490,SLF7032T-471MR20-2PF,SMD,703,470uH ±20% 200mA 2.05Ω,Power Inductors,expand,470,microhenry
C324251,PCD0403KT471,SMD,688,470uH ±10% 158mA 5.14Ω,Power Inductors,expand,470,microhenry
C915223,MSCD75-471KT,SMD,653,470uH ±10%,Power Inductors,expand,470,microhenry
C324311,PCD0503KT471,SMD,610,470uH ±10% 200mA 4.9Ω,Power Inductors,expand,470,microhenry
C113071,LQH32CN471K23L,1210,594,470uH ±10% 60mA 19Ω,Power Inductors,expand,470,microhenry
C96970,SWPA8040S471MT,SMD,525,470uH ±20% 500mA 1.26Ω,Power Inductors,expand,470,microhenry
C915206,MSCD54-471KT,SMD,470,470uH ±10%,Power Inductors,expand,470,microhenry
C187419,ASPI-1306T-471M-T,SMD,466,470uH ±20% 820mA 850mΩ,Power Inductors,expand,470,microhenry
C341087,YNR8040-471M,"SMD,8x8x4.2mm",462,470uH ±20% 500mA 1.26Ω,Power Inductors,expand,470,microhenry
C329833,SLF1255T-471M-N,SMD,457,470uH ±20% 490mA 520mΩ,Power Inductors,expand,470,microhenry
C329723,SCDS104R-471M-N,SMD,414,470uH ±20% 500mA 1.6Ω,Power Inductors,expand,470,microhenry
C113684,SMDRI74-471MT,SMD,363,470uH ±20% 260mA 3.01Ω,Power Inductors,expand,470,microhenry
C718293,YPRH1205-471M,"SMD,12x12x6mm",354,470uH ±20% 580mA 770mΩ,Power Inductors,expand,470,microhenry
C241229,SMRH125-471M(f),SMD,341,470uH ±20% 580mA 850mΩ,Power Inductors,expand,470,microhenry
C163628,SMDRS1255-471M,SMD,328,470uH ±20% 490mA 520mΩ,Power Inductors,expand,470,microhenry
C241196,SM7850-471M(f),SMD,295,470uH ±20% 220mA 1.96Ω,Power Inductors,expand,470,microhenry
C915180,MSCD43-471KT,SMD,245,470uH ±10%,Power Inductors,expand,470,microhenry
C329745,SCDS124T-471M-N,SMD,244,470uH ±20%,Power Inductors,expand,470,microhenry
C167984,FNR5040S471MT,"SMD,5x5x4mm",233,470uH ±20% 350mA 3.9mΩ,Power Inductors,expand,470,microhenry
C324346,PCD0504MT471,SMD,215,470uH ±20% 300mA 2.76Ω,Power Inductors,expand,470,microhenry
C516315,YPRH105R-471M,"SMD,10.2x10x4.8mm",212,470uH ±20% 600mA 1.289Ω,Power Inductors,expand,470,microhenry
C411925,SLF1005-471KTT,SMD,205,470uH ±10% 420mA 1.48Ω,Power Inductors,expand,470,microhenry
C576591,YP0502-471M,"SMD,5.8x5.2x2.5mm",200,470uH ±20% 150mA 6.7Ω,Power Inductors,expand,470,microhenry
C72619,VLU0810-471K,插件,192,470uH ±10% 600mA 940mΩ 【功率】,Power Inductors,expand,470,microhenry
C187893,MS127-471MT,SMD,190,470uH ±20% 790mA 980mΩ,Power Inductors,expand,470,microhenry
C329714,SCDS74T-471M-N,SMD,182,470uH ±20% 260mA 3.01Ω,Power Inductors,expand,470,microhenry
C501931,VLS6045EX-471M,"SMD,6x6mm",177,470uH ±20% 400mA 2.14Ω,Power Inductors,expand,470,microhenry
C576606,YP0503-471M,"SMD,5.8x5.2x3.2mm",160,470uH ±20% 200mA 4.2Ω,Power Inductors,expand,470,microhenry
C241258,SMRH105R-471N(f),SMD,147,470uH ±30%,Power Inductors,expand,470,microhenry
C329821,SLF1045T-471M-N,SMD,140,470uH ±20% 470mA 1.03Ω,Power Inductors,expand,470,microhenry
C127745,SWRH0704B-471MT,SMD,138,470uH ±20% 260mA 3.01Ω,Power Inductors,expand,470,microhenry
C2453850,CDRH127/LDNP-471MC,-,132,470uH ±20% 1A 570mΩ,Power Inductors,expand,470,microhenry
C329762,SCDS127T-471M-N,SMD,120,470uH ±20% 790mA 980mΩ,Power Inductors,expand,470,microhenry
C163582,SMDRS7045-471M,SMD,107,470uH ±20% 310mA 740mΩ,Power Inductors,expand,470,microhenry
C397820,SLH1207S471MTT,SMD,96,470uH ±20% 790mA 980mΩ,Power Inductors,expand,470,microhenry
C138674,SLF12555T-471MR49-PF,SMD,90,470uH ±20% 480mA 624mΩ,Power Inductors,expand,470,microhenry
C127798,SWRH1205B-471MT,SMD,74,470uH ±20% 770mA 580mΩ,Power Inductors,expand,470,microhenry
C324449,PCD0705MT471,SMD,73,470uH ±20% 340mA 1.96Ω,Power Inductors,expand,470,microhenry
C128033,VLU0608-471KB,插件,63,470uH ±10% 【功率】,Power Inductors,expand,470,microhenry
C970549,YPRH1508-471M,"SMD,15x15x8mm",62,470uH ±20% 1.5A 755mΩ,Power Inductors,expand,470,microhenry
C168150,FNR8040S471MT,"SMD,8x8x4mm",57,470uH ±20% 500mA 1.625mΩ,Power Inductors,expand,470,microhenry
C83452,SWPA6045S471MT,SMD,55,470uH ±20% 420mA 1.8Ω,Power Inductors,expand,470,microhenry
C138619,CLF6045NIT-471M-D,SMD,53,470uH ±20% 280mA 1.3Ω,Power Inductors,expand,470,microhenry
C718286,YPRH1204-471M,"SMD,12x12x5mm",52,470uH ±20% 250mA 1.1Ω,Power Inductors,expand,470,microhenry
C163601,SMDRS1045-471M,SMD,39,470uH ±20% 470mA 1.03Ω,Power Inductors,expand,470,microhenry
C329611,SCDS105R-471M-N,SMD,34,470uH ±20% 600mA 1.289Ω,Power Inductors,expand,470,microhenry
C280654,SQC453226T-471K-N,SMD,29,470uH ±10% 90mA 8.5Ω,Power Inductors,expand,470,microhenry
C208085,FRH1207B-471MT,"SMD,4.4x4.2x1.8mm",28,470uH ±20% 790mA 980mΩ,Power Inductors,expand,470,microhenry
C127760,SWRH1004B-471MT,SMD,27,470uH ±20% 360mA 1.74Ω,Power Inductors,expand,470,microhenry
C127816,SWRH1207B-471MT,SMD,25,470uH ±20% 790mA 980mΩ,Power Inductors,expand,470,microhenry
C223408,LB3218T471K,SMD,16,470uH ±10% 54mA,Power Inductors,expand,470,microhenry
C2453158,CDRH127NP-471MC,-,12,470uH ±20% 1.08A 730mΩ,Power Inductors,expand,470,microhenry
C280668,SSL0804T-471M-N,SMD,11,470uH ±20% 500mA 1.27Ω,Power Inductors,expand,470,microhenry
C184048,LQH43MN471J03L,1812,9,470uH ±5% 80mA 11.8Ω,Power Inductors,expand,470,microhenry
C360085,CDRH105RNP-471NC,SMD,7,470uH ±30% 650mA 992mΩ,Power Inductors,expand,470,microhenry
C324193,PCD0302KT471,SMD,5,470uH ±10% 70mA 13.5Ω,Power Inductors,expand,470,microhenry
C142439,VLU1012-471KB,插件,5,470uH ±10% 【功率】,Power Inductors,expand,470,microhenry
C138636,CLF7045NIT-471M-D,SMD,2,470uH ±20% 410mA 1.2Ω,Power Inductors,expand,470,microhenry
C187232,ASPI-0403S-471M-T,SMD,2,470uH ±20% 190mA 1.8Ω,Power Inductors,expand,470,microhenry
C241219,SMRH74-471M(f),SMD,2,470uH ±20% 310mA 3.01Ω,Power Inductors,expand,470,microhenry
C2454855,CDRH10D68RT125NP-471PC,-,1,470uH ±25% 680mA 562mΩ,Power Inductors,expand,470,microhenry
C168100,FNR6045S471MT,"SMD,6x6x4.5mm",1,470uH ±20% 420mA 2.34mΩ,Power Inductors,expand,470,microhenry
C435262,CLF5030NIT-471M-D,-,1,470uH ±20% 170mA 4.4Ω,Power Inductors,expand,470,microhenry
C169382,SWRB1207S-471MT,SMD,1,470uH ±20% 790mA 980mΩ,Power Inductors,expand,470,microhenry
C330843,SCW1005C5N1JST,"SMD,0.6x1.2mm",9880,5.1nH ±5% 100mΩ,Inductors (SMD),expand,0.0051000000,microhenry
C86066,LQG15HS5N1S02D,0402,5779,5.1nH ±0.3nH 180mΩ,Inductors (SMD),expand,0.0051000000,microhenry
C516458,VHF060303HQ5N1CT,0201,4801,5.1nH ±0.2nH 460mΩ,Inductors (SMD),expand,0.0051000000,microhenry
C391210,SDWL1005C5N1JSTF,0402,4550,5.1nH ±5% 100mΩ,Inductors (SMD),expand,0.0051000000,microhenry
C346322,FEC0603CP-5N1G-LRH,0603,2293,5.1nH ±2% 140mΩ,Inductors (SMD),expand,0.0051000000,microhenry
C162624,LQP03TN5N1H02D,0201,2160,5.1nH ±3% 400mΩ,Inductors (SMD),expand,0.0051000000,microhenry
C33114,SDCL1005C5N1STDF,0402,1485,5.1nH ±0.3nH 300mΩ,Inductors (SMD),expand,0.0051000000,microhenry
C285951,CS0603-5N1J-S,0603,427,5.1nH ±5% 140mΩ,Inductors (SMD),expand,0.0051000000,microhenry
C408161,LQW15AN5N1B00D,0402,407,5.1nH ±0.1nH 120mΩ,Inductors (SMD),expand,0.0051000000,microhenry
C113117,LQW15AN5N1C00D,0402,221,5.1nH ±0.2nH 120mΩ,Inductors (SMD),expand,0.0051000000,microhenry
C186875,AISC-0603-R0051J-T,"SMD,1.12x1.8mm",196,5.1nH ±5%,Inductors (SMD),expand,0.0051000000,microhenry
C395036,FHW0603UC5N1JST,0603,121,5.1nH ±5%,Inductors (SMD),expand,0.0051000000,microhenry
C395089,VHF160808H5N1ST,0603,39,5.1nH ±0.3nH,Inductors (SMD),expand,0.0051000000,microhenry
C334259,SDWL1608C5N1SSTF,0603,20,5.1nH ±0.3nH 130mΩ,Inductors (SMD),expand,0.0051000000,microhenry
C89443,MLG1005S5N1ST000,0402,11,5.1nH ±0.3nH 130mΩ,Inductors (SMD),expand,0.0051000000,microhenry
C279821,SDCL1005C5N1STDFM01,0402,9,5.1nH ±0.3nH 300mΩ,Inductors (SMD),expand,0.0051000000,microhenry
C346320,FEC0603CP-51NG-LRH,0603,11551,51nH ±2% 270mΩ,Inductors (SMD),expand,0.051000000,microhenry
C18832,SDCL1005C51NJTDF,0402,9893,51nH ±5%,Inductors (SMD),expand,0.051000000,microhenry
C251789,HSC0603-51NJ-T,0603,446,51nH ±5% 300mΩ,Inductors (SMD),expand,0.051000000,microhenry
C162622,LQP03TN51NH02D,0201,40,51nH ±3% 3.9Ω,Inductors (SMD),expand,0.051000000,microhenry
C98409,SWPA252012S5R1MT,SMD,1617,5.1uH ±20% 750mA 500mΩ,Power Inductors,expand,5.1,microhenry
C187445,ASPI-6045S-5R1N-T,SMD,1315,5.1uH ±30% 3.3A 26mΩ,Power Inductors,expand,5.1,microhenry
C168068,FNR6045S5R1MT,"SMD,6x6x4.5mm",787,5.1uH ±20% 3.3A 0.034mΩ,Power Inductors,expand,5.1,microhenry
C167699,FNR252012S5R1MT,"SMD,2.5x2x1.2mm",200,5.1uH ±20% 750mA 0.5mΩ,Power Inductors,expand,5.1,microhenry
C167931,FNR5020S5R1MT,"SMD,5x5x2mm",46,5.1uH ±20% 2.05A 0.083mΩ,Power Inductors,expand,5.1,microhenry
C167829,FNR4020S5R1MT,"SMD,4x4x2mm",15,5.1uH ±20% 1.27A 0.111mΩ,Power Inductors,expand,5.1,microhenry
C168029,FNR6028S5R1NT,"SMD,6x6x2.8mm",5,5.1uH ±30% 2.6A 0.056mΩ,Power Inductors,expand,5.1,microhenry
C168122,FNR8040S5R1NT,"SMD,8x8x4mm",5,5.1uH ±30% 4.05A 0.025mΩ,Power Inductors,expand,5.1,microhenry
C167730,FNR3010S510MT,"SMD,3x3x1mm",1555,51uH ±20% 250mA 2.86mΩ,Power Inductors,expand,51,microhenry
C167975,FNR5040S510MT,"SMD,5x5x4mm",1227,51uH ±20% 1A 0.494mΩ,Power Inductors,expand,51,microhenry
C168088,FNR6045S510MT,"SMD,6x6x4.5mm",885,51uH ±20% 1.15A 0.269mΩ,Power Inductors,expand,51,microhenry
C187489,ASPI-8040S-510M-T,SMD,875,51uH ±20% 1.5A 142mΩ,Power Inductors,expand,51,microhenry
